bug_id,pr_number,title,author,created,closed,labels
8320335,16747,JDK-8320335: Deprecate `RegisterFinalizersAtInit` option and code,DanHeidinga,2023-11-20,2023-11-22,integrated|hotspot-runtime
8320440,16748,8320440: Implementation of Structured Concurrency (Second Preview),AlanBateman,2023-11-20,2023-12-02,integrated|core-libs
8320278,16749,8320278: ARM32 build is broken after JDK-8301997,matias9927,2023-11-20,2023-11-21,integrated|hotspot
8261837,16750,8261837: SIGSEGV in ciVirtualCallTypeData::translate_from,dean-long,2023-11-20,2023-11-27,integrated|hotspot-runtime|hotspot-compiler
8299627,16751,"JDK-8299627: Fix/improve handling of ""missing"" element-list file",jonathan-gibbons,2023-11-20,2024-01-16,integrated|javadoc
8320365,16752,8320365: IPPPrintService.getAttributes() causes blanket re-initialisation,prrace,2023-11-20,2023-12-06,integrated|client
8320448,16753,8320448: Accelerate IndexOf using AVX2,asgibbons,2023-11-21,2024-06-07,integrated|hotspot|core-libs|hotspot-compiler
8320379,16754,8320379: C2: Sort spilling/unspilling sequence for better ld/st merging into ldp/stp on AArch64,fg1417,2023-11-21,2023-11-29,integrated|hotspot-compiler
8320447,16755,8320447: Remove obsolete `LintCategory.hidden`,sormuras,2023-11-21,2023-11-22,integrated|compiler
8320309,16757,JDK-8320309: AIX: pthreads created by foreign test library don't work as expected,varada1110,2023-11-21,2023-11-22,integrated|core-libs
8320503,16758,JDK-8320503: Print warning if VM reaches MallocLimit during error reporting,tstuefe,2023-11-21,2024-03-15,integrated
8317809,16759,8317809: Insertion of free code blobs into code cache can be very slow during class unloading,tschatzl,2023-11-21,2023-12-05,integrated|hotspot|hotspot-gc|shenandoah
8313355,16761,"8313355: javax/management/remote/mandatory/notif/ListenerScaleTest.java failed with ""Exception: Failed: ratio=792.2791601423487""",kevinjwalls,2023-11-21,2023-11-28,integrated|serviceability|jmx
8320360,16762,8320360: ClassFile.parse: Some defect class files cause unexpected exceptions to be thrown,asotona,2023-11-21,2024-01-02,integrated|core-libs
8320358,16763,8320358: GHA: ignore jdk* branches,kevinrushforth,2023-11-21,2023-11-28,integrated|build
8319449,16764,8319449: compiler/print/CompileCommandPrintMemStat.java fails on Graal,SoniaZaldana,2023-11-21,2023-11-22,integrated|hotspot-compiler
8320526,16765,8320526: Use title case in building.md,magicus,2023-11-21,2023-11-21,integrated|build|auto
8320525,16766,8320525: G1: G1UpdateRemSetTrackingBeforeRebuild::distribute_marked_bytes accesses partially unloaded klass,tschatzl,2023-11-21,2023-11-28,integrated|hotspot-gc
8317007,16767,8317007: Add bulk removal of dead nmethods during class unloading,tschatzl,2023-11-21,2023-12-18,integrated|hotspot-gc
8319440,16768,8319440: RISC-V: jdk can't be built with clang due to register keyword,ArsenyBochkarev,2023-11-21,2023-11-22,integrated|hotspot-compiler
8320530,16769,8320530: has_resolved_ref_index flag not restored after resetting entry,matias9927,2023-11-21,2023-11-30,integrated|hotspot
8318490,16770,8318490: Increase timeout for JDK tests that are close to the limit when run with libgraal,gergo-,2023-11-21,2023-11-23,integrated|hotspot-compiler
8320536,16772,8320536: problemlist failing serviceability/attach/ConcAttachTest.java test on macosx,plummercj,2023-11-21,2023-11-22,integrated|serviceability
8320443,16773,8320443: [macos] Test java/awt/print/PrinterJob/PrinterDevice.java fails on macOS,prrace,2023-11-21,2023-12-06,integrated|client
8320001,16774,8320001: javac crashes while adding type annotations to the return type of a constructor,vicente-romero-oracle,2023-11-21,2023-11-27,integrated|compiler
8320131,16775,8320131: Zero build fails on macOS after JDK-8254693,shqking,2023-11-22,2023-11-22,integrated|core-libs
8320403,16778,8320403: C2: PrintIdeal is no longer dumped to tty when xtty is set,chhagedorn,2023-11-22,2023-11-23,integrated|hotspot-compiler
8320582,16779,8320582: Zero: Misplaced CX8 enablement flag,shipilev,2023-11-22,2023-11-23,integrated|hotspot
8319700,16780,"8319700: [AArch64] C2 compilation fails with ""Field too big for insn""",xmas92,2023-11-22,2023-11-23,integrated|hotspot
8320564,16781,8320564: RISC-V: Minimal build failed after JDK-8316592,feilongjiang,2023-11-22,2023-11-23,integrated|hotspot-compiler
8320586,16782,8320586: update manual test/jdk/TEST.groups,frkator,2023-11-22,2023-11-23,integrated|core-libs
8320515,16783,8320515: assert(monitor->object_peek() != nullptr) failed: Owned monitors should not have a dead object,stefank,2023-11-22,2023-11-30,integrated|serviceability|hotspot
8320601,16784,8320601: ProblemList java/lang/invoke/lambda/LambdaFileEncodingSerialization.java on linux-all,RealCLanger,2023-11-22,2023-11-27,integrated|core-libs|compiler
8320608,16785,8320608: Many jtreg printing tests are missing the @printer keyword,prrace,2023-11-22,2023-11-30,integrated|core-libs|client
8318809,16786,8318809: java/util/concurrent/ConcurrentLinkedQueue/WhiteBox.java shows intermittent failures on linux ppc64le and aarch64,viktorklang-ora,2023-11-22,2023-12-05,integrated|core-libs
8210410,16787,JDK-8210410: Refactor java.util.Currency:i18n shell tests to plain java tests,justin-curtis-lu,2023-11-23,2023-11-29,integrated|core-libs|i18n
8320533,16788,8320533: Adjust capstone integration for v6 changes,galderz,2023-11-23,2023-11-28,integrated|build|hotspot-compiler
8320532,16789,8320532: Remove Thread/ThreadGroup suspend/resume,AlanBateman,2023-11-23,2023-12-08,integrated|serviceability|core-libs
8320645,16790,8320645: DocLint should use javax.lang.model to detect default constructors,pavelrappo,2023-11-23,2023-11-23,integrated|javadoc
8320652,16791,8320652: ThreadInfo.isInNative needs to be updated to say what executing native code means,AlanBateman,2023-11-23,2023-12-05,integrated|serviceability
8310644,16792,8310644: Make panama memory segment close use async handshakes,fisk,2023-11-23,2023-11-29,integrated|hotspot|core-libs
8320618,16793,"8320618: NPE: Cannot invoke ""java.lang.constant.ClassDesc.isArray()"" because ""this.sym"" is null",asotona,2023-11-23,2023-11-27,integrated|core-libs
8320655,16794,8320655: awt screencast robot spin and sync issues with native libpipewire api,antbob,2023-11-23,2023-12-04,integrated|client
8320663,16795,8320663: Fix C syntax in LIB_SETUP_HSDIS_BINUTILS,magicus,2023-11-23,2023-11-23,integrated|build
8320665,16796,8320665: update jdk_core at open/test/jdk/TEST.groups,frkator,2023-11-23,2023-11-30,integrated|core-libs
8319633,16797,JDK-8319633: runtime/posixSig/TestPosixSig.java intermittent timeouts on UNIX,JoKern65,2023-11-23,2023-11-28,integrated|hotspot-runtime
8294549,16798,8294549: configure script should detect unsupported path,magicus,2023-11-23,2023-11-27,integrated|build
8320310,16799,8320310: CompiledMethod::has_monitors flag can be incorrect,JornVernee,2023-11-23,2024-01-08,integrated|hotspot|hotspot-compiler
8301856,16800,8301856: Generated .spec file for RPM installers uninstalls desktop launcher on update,alexeysemenyukoracle,2023-11-23,2023-11-27,integrated|core-libs
8320363,16801,"8320363: ppc64 TypeEntries::type_unknown logic looks wrong, missed optimization opportunity",TheRealMDoerr,2023-11-23,2023-11-24,integrated|hotspot-compiler
8318227,16802,8318227: RISC-V: C2 ConvHF2F,Hamlin-Li,2023-11-23,2024-01-15,integrated|hotspot
8320679,16803,8320679: [JVMCI] invalid code in PushLocalFrame event message,dougxc,2023-11-23,2023-11-23,integrated|hotspot-compiler|graal
8320687,16805,8320687: sun.jvmstat.monitor.MonitoredHost.getMonitoredHost() throws unexpected exceptions when invoked concurrently,jaikiran,2023-11-24,2023-12-05,integrated|serviceability
8320691,16806,8320691: Timeout handler on Windows takes 2 hours to complete,djelinski,2023-11-24,2023-11-24,integrated|build|core-libs
8318157,16808,8318157: RISC-V: implement ensureMaterializedForStackWalk intrinsic,omikhaltsova,2023-11-24,2023-11-30,integrated|hotspot-compiler
8320396,16809,8320396: Class-File API ClassModel::verify should include checks from hotspot/share/classfile/classFileParser.cpp,asotona,2023-11-24,2024-05-31,integrated|core-libs|compiler
8320706,16810,8320706: RuntimePackageTest.testUsrInstallDir test fails on Linux,alexeysemenyukoracle,2023-11-24,2023-11-27,integrated|core-libs
8320249,16814,8320249: tools/jpackage/share/AddLauncherTest.java#id1 fails intermittently on Windows in verifyDescription,alexeysemenyukoracle,2023-11-24,2023-11-27,integrated|core-libs
8320715,16815,8320715: Improve the tests of test/hotspot/jtreg/compiler/intrinsics/float16,Hamlin-Li,2023-11-26,2023-11-29,integrated|hotspot-compiler
8320697,16816,8320697: RISC-V: Small refactoring for runtime calls,feilongjiang,2023-11-26,2023-12-05,integrated|hotspot-compiler
8320716,16818,8320716: ResolvedModule::reads includes self when configuration contains two or more automatic modules,AlanBateman,2023-11-26,2023-12-01,integrated|core-libs
8320763,16825,8320763: Fix spacing arround assignment in spec.gmk.in,magicus,2023-11-27,2023-11-27,integrated|build|auto
8320769,16826,"8320769: Remove ill-adviced ""make install"" target",magicus,2023-11-27,2023-11-28,integrated|build
8320781,16827,8320781: Fix whitespace in j.l.Double and j.u.z.ZipInputStream @snippets,eirbjo,2023-11-27,2023-11-28,integrated|core-libs
8320786,16828,8320786: Remove ThreadGroup.stop,AlanBateman,2023-11-27,2023-12-08,integrated|core-libs
8320602,16829,8320602: Lock contention in SchemaDVFactory.getInstance(),JoeWang-Java,2023-11-27,2023-11-28,integrated|core-libs
8320712,16830,8320712: Rewrite BadFactoryTest in pure Java,eirbjo,2023-11-27,2024-01-31,integrated|core-libs
8320714,16831,JDK-8320714: java/util/Locale/LocaleProvidersRun.java and java/util/ResourceBundle/modules/visibility/VisibilityTest.java timeout after passing,justin-curtis-lu,2023-11-27,2023-11-28,integrated|core-libs|i18n
8320803,16832,JDK-8320803: Update SourceVersion.RELEASE_22 description for language changes,jddarcy,2023-11-27,2023-11-27,integrated|compiler
8320806,16833,JDK-8320806: Augment test/langtools/tools/javac/versions/Versions.java for JDK 22 language changes,jddarcy,2023-11-27,2023-11-29,integrated|compiler
8296787,16834,8296787: Unify debug printing format of X.509 cert serial numbers,blperez01,2023-11-27,2023-12-14,integrated|security
8320807,16835,8320807: [PPC64][ZGC] C1 generates wrong code for atomics,TheRealMDoerr,2023-11-27,2023-12-01,integrated|hotspot|shenandoah
8320275,16837,8320275: assert(_chunk->bitmap().at(index)) failed: Bit not set at index,pchilano,2023-11-28,2024-01-02,integrated|hotspot
8320681,16838,8320681: [macos] Test tools/jpackage/macosx/MacAppStoreJlinkOptionsTest.java timed out on macOS,sashamatveev,2023-11-28,2023-11-29,integrated|core-libs
8320826,16839,8320826: call allocate_shared_strings_array after all strings are interned,iklam,2023-11-28,2023-11-30,integrated|hotspot-runtime
8306767,16840,8306767: Concurrent repacking of extra data in MethodData is potentially unsafe,eme64,2023-11-28,2024-01-25,integrated|hotspot
8320858,16841,8320858: Move jpackage tests to tier3,AlanBateman,2023-11-28,2023-11-29,integrated|core-libs
8320864,16842,8320864: Serial: Extract out Full GC related fields from ContiguousSpace,albertnetymk,2023-11-28,2024-01-09,integrated|hotspot-gc
8320863,16843,8320863: dsymutil command leaves around temporary directories,jaikiran,2023-11-28,2023-11-28,integrated|build
8319372,16844,"8319372: C2 compilation fails with ""Bad immediate dominator info""",rwestrel,2023-11-28,2023-11-30,integrated|hotspot-compiler
8320859,16845,JDK-8320859: gtest high malloc footprint caused by BufferNodeAllocator stress test,tstuefe,2023-11-28,2023-11-29,integrated|hotspot-gc
8320830,16846,JDK-8320830: [AIX] Dont mix os::dll_load() with direct dlclose() calls,JoKern65,2023-11-28,2023-11-30,integrated|hotspot-runtime
8320877,16847,8320877: Shenandoah: Remove ShenandoahUnloadClassesFrequency support,shipilev,2023-11-28,2023-11-29,integrated|hotspot-gc|shenandoah
8320886,16848,8320886: Unsafe_SetMemory0 is not guarded,JornVernee,2023-11-28,2023-12-11,integrated|hotspot-runtime|hotspot
8320888,16849,8320888: Shenandoah: Enable ShenandoahVerifyOptoBarriers in debug builds,shipilev,2023-11-28,2023-11-29,integrated|hotspot|shenandoah
8320892,16851,JDK-8320892: AArch64: Restore FPU control state after JNI,theRealAph,2023-11-28,2023-12-06,integrated|hotspot
8320899,16852,8320899: Select the correct Makefile when running make in build directory,magicus,2023-11-28,2023-11-28,integrated|build
8308715,16853,8308715: Create a mechanism for Implicitly Declared Class javadoc,pavelrappo,2023-11-28,2023-12-05,integrated|javadoc
8320898,16854,JDK-8320898: exclude compiler/vectorapi/reshape/TestVectorReinterpret.java on ppc64(le) platforms,MBaesken,2023-11-28,2023-11-29,integrated
8320907,16855,8320907: Shenandoah: Remove ShenandoahSelfFixing flag,shipilev,2023-11-28,2023-11-29,integrated|hotspot-gc|shenandoah
8320911,16857,8320911: RISC-V: Enable hotspot/jtreg/compiler/intrinsics/chacha/TestChaCha20.java,Hamlin-Li,2023-11-28,2023-11-29,integrated|hotspot-compiler
8320915,16858,8320915: Update copyright year in build files,magicus,2023-11-28,2023-11-28,integrated|build|ide-support
8320767,16859,8320767: Use := wherever possible in spec.gmk.in,magicus,2023-11-28,2023-11-28,integrated|build
8320921,16860,8320921: GHA: Parallelize hotspot_compiler test jobs,shipilev,2023-11-28,2023-11-30,integrated|build
8320798,16861,8320798: Console read line with zero out should zero out underlying buffer,naotoj,2023-11-28,2023-12-01,integrated|nio|core-libs
8320918,16862,8320918: Fix errors in the built-in Catalog implementation,JoeWang-Java,2023-11-28,2023-11-29,integrated|core-libs
8320924,16863,8320924: Improve heap dump performance by optimizing archived object checks,shipilev,2023-11-28,2023-12-04,integrated|hotspot
8320932,16864,JDK-8320932: [BACKOUT] dsymutil command leaves around temporary directories,erikj79,2023-11-28,2023-11-28,integrated|build|auto
8302790,16866,8302790: Set FileMapRegion::mapped_base() to null if mapping fails,matias9927,2023-11-28,2023-12-07,integrated|hotspot-runtime
8317288,16867,8317288: [macos] java/awt/Window/Grab/GrabTest.java: Press on the outside area didn't cause ungrab,alisenchung,2023-11-28,2023-12-05,integrated|client
8320935,16868,8320935: Move CDS config initialization code to cdsConfig.cpp,iklam,2023-11-28,2023-12-06,integrated|serviceability|hotspot
8318590,16869,8318590: JButton ignores margin when painting HTML text,DamonGuy,2023-11-28,2023-12-05,integrated|client
8320916,16870,"8320916: jdk/jfr/event/gc/stacktrace/TestParallelMarkSweepAllocationPendingStackTrace.java failed with ""OutOfMemoryError: GC overhead limit exceeded""",albertnetymk,2023-11-29,2023-11-30,integrated|hotspot|hotspot-gc
8320937,16871,8320937: support latest VS2022 MSC_VER in abstract_vm_version.cpp,mrserb,2023-11-29,2023-11-29,integrated|hotspot-runtime
8320940,16872,JDK-8320940: Fix typo in java.lang.Double,jddarcy,2023-11-29,2023-11-29,integrated|core-libs
8320942,16873,8320942: Only set openjdk-target when cross compiling linux-aarch64,vidmik,2023-11-29,2023-11-29,integrated|build
8320941,16874,JDK-8320941: Discuss receiver type handling ,jddarcy,2023-11-29,2023-12-01,integrated|compiler
8320931,16876,8320931: [REDO] dsymutil command leaves around temporary directories,jaikiran,2023-11-29,2023-12-02,integrated|build
8305638,16877,8305638: Renaming and small clean-ups around predicates,chhagedorn,2023-11-29,2024-05-06,integrated|hotspot-compiler
8320969,16878,8320969: Shenandoah: Enforce stable number of GC workers,shipilev,2023-11-29,2023-12-07,integrated|hotspot-gc|shenandoah
8320971,16879,8320971: Use BufferedInputStream.buf directly when param of implTransferTo() is trusted,stsypanov,2023-11-29,2024-01-02,integrated|core-libs
8320397,16880,8320397: RISC-V: Avoid passing t0 as temp register to MacroAssembler:: cmpxchg_obj_header/cmpxchgptr,zifeihan,2023-11-29,2023-12-15,integrated|hotspot
8321013,16884,8321013: Parallel: Refactor ObjectStartArray,albertnetymk,2023-11-29,2023-12-06,integrated|hotspot-gc
8321018,16885,8321018: Parallel: Make some methods in ParCompactionManager private,albertnetymk,2023-11-29,2023-11-30,integrated|hotspot-gc
8319793,16886,"8319793: C2 compilation fails with ""Bad graph detected in build_loop_late"" after JDK-8279888",rwestrel,2023-11-29,2024-01-11,integrated|hotspot-compiler
8321025,16887,8321025: Enable Neoverse N1 optimizations for Neoverse V2,eastig,2023-11-29,2023-11-30,integrated|hotspot
8319111,16888,8319111: Mismatched MemorySegment heap access is not consistently intrinsified,jatin-bhateja,2023-11-29,2023-12-06,integrated|hotspot-compiler
8320945,16889,8320945: problemlist tests failing on latest Windows 11 update,mseledts,2023-11-29,2023-11-29,integrated
6230751,16891,6230751: [Fmt-Ch] Recursive MessageFormats in ChoiceFormats ignore indicated subformats,justin-curtis-lu,2023-11-29,2023-12-12,integrated|core-libs|i18n
8321053,16893,8321053: Use ByteArrayInputStream.buf directly when parameter of transferTo() is trusted,bplb,2023-11-30,2023-12-05,integrated|core-libs
8320959,16894,8320959: jdk/jfr/event/runtime/TestShutdownEvent.java crash with CONF=fastdebug -Xcomp,sunny868,2023-11-30,2023-12-08,integrated|hotspot-jfr
,16895,8316497 : ColorConvertOp - typo for non-ICC conversions needs one-line fix,Renjithkannath,2023-11-30,2024-01-18,integrated|client
8320860,16896,8320860: add-opens/add-exports require '=' in JAVA_TOOL_OPTIONS,dholmes-ora,2023-11-30,2023-12-05,integrated|serviceability
8321063,16897,8321063: AArch64: Zero build fails after JDK-8320368,shipilev,2023-11-30,2023-11-30,integrated|hotspot
8320145,16899,8320145: Compiler should accept final variable in Record Pattern,biboudis,2023-11-30,2023-12-01,integrated|compiler
8321066,16900,8321066: Multiple JFR tests have started failing,fisk,2023-11-30,2023-11-30,integrated|hotspot
8227529,16901,8227529: With malformed --app-image the error messages are awful,alexeysemenyukoracle,2023-11-30,2023-12-01,integrated|core-libs
8321107,16902,8321107: Add more test cases for JDK-8319372,chhagedorn,2023-11-30,2023-12-01,integrated|hotspot-compiler
8321017,16903,JDK-8321017: Record in JFR that IEEE rounding mode was corrupted by loading a library,MBaesken,2023-11-30,2023-12-20,integrated|hotspot
8321114,16904,"8321114: Rename ""Unnamed Classes"" to ""Implicitly Declared Classes"" better",pavelrappo,2023-11-30,2023-12-01,integrated|core-libs|compiler
8319313,16905,8319313: G1: Rename G1EvacFailureInjector appropriately,tschatzl,2023-11-30,2023-12-07,integrated|hotspot|hotspot-gc
8321119,16906,8321119: Disable java/foreign/TestHandshake.java on Zero VMs,JornVernee,2023-11-30,2023-11-30,integrated|core-libs
8321120,16907,8321120: Shenandoah: Remove ShenandoahElasticTLAB flag,shipilev,2023-11-30,2023-12-04,integrated|hotspot-gc|shenandoah
8321122,16908,8321122: Shenandoah: Remove ShenandoahLoopOptsAfterExpansion flag,shipilev,2023-11-30,2023-12-06,integrated|hotspot-gc|shenandoah
8321127,16909,8321127: ProblemList java/util/stream/GatherersTest.java,dcubed-ojdk,2023-11-30,2023-11-30,integrated|hotspot-runtime|core-libs
8315856,16910,8315856: RISC-V: Use Zacas extension for cmpxchg,luhenry,2023-11-30,2023-12-19,integrated|hotspot
8321059,16912,8321059: Unneeded array assignments in MergeCollation and CompactByteArray,naotoj,2023-11-30,2023-12-01,integrated|core-libs|i18n
8321130,16913,8321130: Microbenchmarks do not build any more after 8254693 on 32 bit platforms,JornVernee,2023-11-30,2023-12-01,integrated|core-libs
8321141,16914,8321141: VM build issue on MacOS after JDK-8267532,vnkozlov,2023-11-30,2023-12-01,integrated|hotspot-compiler
8320129,16915,"8320129: ""top"" command during jtreg failure handler does not display CPU usage on OSX",lmesnik,2023-12-01,2023-12-02,integrated|core-libs
8320943,16916,8320943: Files/probeContentType/Basic.java fails on latest Windows 11 - content type mismatch,bplb,2023-12-01,2023-12-05,integrated|nio
8319925,16917,8319925: CSS.BackgroundImage incorrectly uses double-checked locking,prsadhuk,2023-12-01,2023-12-07,integrated|client
8321163,16919,8321163: [test] OutputAnalyzer.getExitValue() unnecessarily logs even when process has already completed,jaikiran,2023-12-01,2023-12-05,integrated|hotspot-runtime|core-libs
8320890,16920,JDK-8320890: [AIX] Find a better way to mimic dl handle equality,JoKern65,2023-12-01,2024-01-11,integrated|serviceability|hotspot
8310711,16921,8310711: [IR Framework] Remove safepoint while printing handling,chhagedorn,2023-12-01,2024-01-08,integrated|hotspot-compiler
8317307,16922,JDK-8317307: test/jdk/com/sun/jndi/ldap/LdapPoolTimeoutTest.java fails with ConnectException: Connection timed out: no further information,MBaesken,2023-12-01,2023-12-04,integrated|core-libs
8320948,16923,8320948: NPE due to unreported compiler error,vicente-romero-oracle,2023-12-01,2023-12-06,integrated|compiler
8321182,16924,8321182: SourceExample.SOURCE_14 comment should refer to 'switch expressions' instead of 'text blocks',eirbjo,2023-12-01,2023-12-01,integrated|compiler
8321001,16925,8321001: RISC-V: C2 SignumVF,Hamlin-Li,2023-12-01,2023-12-07,integrated|hotspot-compiler
8321183,16926,8321183: Incorrect warning from cds about the modules file,mkartashev,2023-12-01,2023-12-05,integrated|hotspot-runtime
8234502,16927,8234502: Merge GenCollectedHeap and SerialHeap,LizBing,2023-12-01,2024-01-12,integrated|hotspot|hotspot-gc
8321124,16928,8321124: java/util/stream/GatherersTest.java times out,viktorklang-ora,2023-12-01,2023-12-06,integrated|core-libs
8312098,16929,8312098: Update man page for javadoc,pavelrappo,2023-12-01,2023-12-01,integrated|javadoc|backport
8321131,16930,8321131: Console read line with zero out should zero out underlying buffer in JLine ,naotoj,2023-12-01,2023-12-04,integrated|core-libs|kulla
8211238,16931,8211238: @Deprecated JFR event,mgronlun,2023-12-01,2023-12-07,integrated|hotspot|hotspot-jfr
8321214,16932,8321214: Parallel: Remove unused SpaceInfo::_min_dense_prefix,zhengyu123,2023-12-02,2023-12-04,integrated|hotspot-gc
8321069,16934,8321069: JvmtiThreadState::state_for_while_locked() returns nullptr for an attached JNI thread with a java.lang.Thread object after JDK-8319935,dcubed-ojdk,2023-12-02,2023-12-04,integrated|serviceability|hotspot-runtime
8321220,16935,8321220: JFR: RecordedClass reports incorrect modifiers,egahlin,2023-12-02,2023-12-04,integrated|hotspot-jfr
8319072,16936,8319072: JFR: Turn off events for JFR.view,egahlin,2023-12-02,2023-12-04,integrated|hotspot-jfr
8321223,16937,8321223: Implementation of Scoped Values (Second Preview),AlanBateman,2023-12-03,2023-12-07,integrated|core-libs
8305931,16939,"8305931: jdk/jfr/jcmd/TestJcmdDumpPathToGCRoots.java failed with ""Expected chains but found none""",egahlin,2023-12-03,2023-12-04,integrated|hotspot-jfr
8316193,16940,8316193: jdk/jfr/event/oldobject/TestListenerLeak.java java.lang.Exception: Could not find leak,egahlin,2023-12-03,2023-12-04,integrated|hotspot-jfr
8315128,16941,"8315128: jdk/jfr/event/runtime/TestResidentSetSizeEvent.java fails with ""The size should be less than or equal to peak""",egahlin,2023-12-03,2023-12-04,integrated|hotspot-runtime|hotspot-gc
8321224,16942,8321224: ct.sym for JDK 22 contains references to internal modules,lahodaj,2023-12-03,2023-12-05,integrated|build|compiler
8321225,16943,8321225: [JVMCI] HotSpotResolvedObjectTypeImpl.isLeafClass shouldn't create strong references,tkrodriguez,2023-12-04,2023-12-05,integrated|hotspot-compiler|graal
,16944," 8321159: SymbolLookup.libraryLookup(Path, Arena) Assumes default Filesystem",minborg,2023-12-04,2023-12-06,integrated|core-libs
8319647,16946,8319647: Few java/lang/System/LoggerFinder/modules tests ignore vm flags,DarraghClarke,2023-12-04,2023-12-14,integrated|core-libs
8321248,16947,8321248: ClassFile API ClassModel::verify is inconsistent with the rest of the API,asotona,2023-12-04,2023-12-06,integrated|core-libs|compiler
8321269,16948,8321269: Require platforms to define DEFAULT_CACHE_LINE_SIZE,shipilev,2023-12-04,2023-12-05,integrated|hotspot
8321105,16949,8321105: Enable UseCryptoPmullForCRC32 for Neoverse V2,eastig,2023-12-04,2023-12-05,integrated|hotspot
8321273,16950,8321273: Parallel: Remove unused UpdateOnlyClosure::_space_id,albertnetymk,2023-12-04,2023-12-05,integrated|hotspot-gc
8320682,16951,"8320682: [AArch64] C1 compilation fails with ""Field too big for insn""",dlunde,2023-12-04,2023-12-14,integrated|hotspot-compiler
8321274,16952,8321274: Rename ZipEntry.extraAttributes to ZipEntry.externalFileAttributes,eirbjo,2023-12-04,2024-07-03,integrated|nio|core-libs|security
8321270,16953,8321270: Virtual Thread.yield consumes parking permit,AlanBateman,2023-12-04,2023-12-07,integrated|serviceability|core-libs
8321276,16954,"8321276: runtime/cds/appcds/dynamicArchive/DynamicSharedSymbols.java failed with ""'17 2: jdk/test/lib/apps ' missing from stdout/stderr""",coleenp,2023-12-04,2023-12-04,integrated|hotspot-runtime
8321287,16955,8321287: Remove unused enum style in Prefetch,albertnetymk,2023-12-04,2023-12-12,integrated|hotspot-runtime
8321215,16957,8321215: Incorrect x86 instruction encoding for VSIB addressing mode,sviswa7,2023-12-04,2023-12-05,integrated|hotspot-compiler
8294699,16958,8294699: Launcher causes lingering busy cursor,alexeysemenyukoracle,2023-12-04,2023-12-05,integrated|core-libs
8321300,16959,8321300: Cleanup TestHFA,TheRealMDoerr,2023-12-04,2023-12-05,integrated|core-libs
8305825,16960,8305825: getBounds API returns wrong value resulting in multiple Regression Test Failures on Ubuntu 23.04,azvegint,2023-12-04,2023-12-07,integrated|client
8321219,16961,8321219: runtime/jni/FastGetField: assert(is_interpreted_frame()) failed: interpreted frame expected,sspitsyn,2023-12-05,2023-12-05,integrated|serviceability|hotspot
8317831,16962,8317831: compiler/codecache/CheckLargePages.java fails on OL 8.8 with unexpected memory string,yftsai,2023-12-05,2023-12-06,integrated|hotspot
8321207,16963,8321207: javac is not accepting correct code,vicente-romero-oracle,2023-12-05,2023-12-06,integrated|compiler
8318468,16964,8318468: compiler/tiered/LevelTransitionTest.java fails with -XX:CompileThreshold=100 -XX:TieredStopAtLevel=1,TobiHartmann,2023-12-05,2023-12-05,integrated|hotspot-compiler
8321325,16965,8321325: Remove unused Java_java_awt_MenuComponent_initIDs function,mrserb,2023-12-05,2023-12-06,integrated|client
8310524,16967,8310524: C2: record parser-generated LoadN nodes for IGVN,dlunde,2023-12-05,2023-12-08,integrated|hotspot-compiler
8321216,16968,8321216: SerialGC attempts to access the card table beyond the end of the heap during card table scan,tschatzl,2023-12-05,2023-12-05,integrated|hotspot-gc
8321369,16970,8321369: Unproblemlist gc/cslocker/TestCSLocker.java,tschatzl,2023-12-05,2023-12-06,integrated|hotspot
8321373,16971,8321373: Build should use LC_ALL=C.UTF-8,magicus,2023-12-05,2024-02-05,integrated|build
8321374,16972,8321374: Add a configure option to explicitly set CompanyName property in VersionInfo resource for Windows exe/dll,fthevenet,2023-12-05,2023-12-08,integrated|build
8237842,16973,8237842: Separate definitions for default cache line and padding sizes,shipilev,2023-12-05,2024-01-04,integrated|hotspot
8320570,16974,JDK-8320570 NegativeArraySizeException decoding >1G UTF8 bytes with non-ascii characters,JimLaskey,2023-12-05,2023-12-06,integrated|core-libs
8321396,16975,8321396: Retire test/jdk/java/util/zip/NoExtensionSignature.java,eirbjo,2023-12-05,2024-02-02,integrated|core-libs
8321404,16976,8321404: Limit the number of heap dumps triggered by HeapDumpBeforeFullGC/AfterFullGC,D-D-H,2023-12-05,2024-01-04,integrated|serviceability|hotspot
8320144,16977,8320144: Compilation crashes when a custom annotation with invalid default value is used,biboudis,2023-12-05,2023-12-06,integrated|compiler
8321176,16978,8321176: [Screencast] make a second attempt on screencast failure,antbob,2023-12-05,2023-12-11,integrated|client
8280087,16979,8280087: G1: Handle out-of-mark stack situations during reference processing more gracefully,walulyai,2023-12-05,2023-12-18,integrated|hotspot-gc
8320139,16980,8320139: [JVMCI] VmObjectAlloc is not generated by intrinsics methods which allocate objects,rmosaner,2023-12-05,2023-12-21,integrated|hotspot-compiler|graal
8321288,16981,8321288: [JVMCI] HotSpotJVMCIRuntime doesn't clean up WeakReferences in resolvedJavaTypes,tkrodriguez,2023-12-05,2023-12-15,integrated|hotspot-compiler|graal
8315827,16982,8315827: Kitchensink.java and RenaissanceStressTest.java time out with jvmti module errors,mgronlun,2023-12-05,2023-12-06,integrated|hotspot-jfr
8321406,16983,8321406: Null IDs should be resolved as before catalogs are added,JoeWang-Java,2023-12-05,2023-12-06,integrated|core-libs
