bug_id,pr_number,title,author,created,closed,labels,org,country,review_days,reviewers
,226,Fix off-by-one error when handling pinned regions in a mixed collection,earthling-amzn,2023-03-15,2023-03-17,integrated,Amazon,US,2,"ysramakrishna,kdnilsen"
,227,Merge openjdk/jdk:master,earthling-amzn,2023-03-17,2023-03-17,integrated,Amazon,US,0,
,228,Do not visit gc threads during shutdown,earthling-amzn,2023-03-20,2023-03-20,integrated,Amazon,US,0,kdnilsen
,229,Fix error in alignment of plabs,kdnilsen,2023-03-20,2023-03-20,integrated,Amazon,US,0,earthling-amzn
,230,Separate young and old regions in age census at end of each GC,kdnilsen,2023-03-20,2023-03-21,integrated,Amazon,US,1,"ysramakrishna,earthling-amzn"
,231,Put regulator thread stop after gc thread iteration is prevented,earthling-amzn,2023-03-21,2023-03-23,integrated,Amazon,US,2,"kdnilsen,ysramakrishna,shipilev"
,232,Lower logging of collection set details to debug and use cset tag,earthling-amzn,2023-03-23,2023-03-23,integrated,Amazon,US,0,"ysramakrishna,kdnilsen"
,233,Restrict generational mode to adaptive heuristic,earthling-amzn,2023-03-24,2023-03-29,integrated,Amazon,US,5,shipilev
,234,Merge openjdk/jdk:master,earthling-amzn,2023-03-28,2023-03-28,integrated,Amazon,US,0,
,235,Recompute generation accounts after fullgc,kdnilsen,2023-03-29,2023-03-30,integrated,Amazon,US,1,"ysramakrishna,earthling-amzn"
,236,Abandon mixed collections if all candidates are pinned,earthling-amzn,2023-03-29,2023-03-31,integrated,Amazon,US,2,"ysramakrishna,kdnilsen"
,237,Fix satb barrier for object array copy,kdnilsen,2023-03-29,2023-03-31,integrated,Amazon,US,2,shipilev
8305334,238,JDK-8305334: GenShen: reference processing needs a card-marking barrier,ysramakrishna,2023-03-30,2023-03-31,integrated,,,1,"kdnilsen,earthling-amzn"
,239,Merge openjdk/jdk:master,earthling-amzn,2023-04-01,2023-04-01,integrated,Amazon,US,0,
,240,Allow transition from any old generation state to idle,earthling-amzn,2023-04-03,2023-04-03,integrated,Amazon,US,0,kdnilsen
,241,Remove assertions constraining card marking for reference processing,earthling-amzn,2023-04-03,2023-04-04,integrated,Amazon,US,1,kdnilsen
,242,Disable redundant generation usage after fullgc,kdnilsen,2023-04-04,2023-04-04,integrated,Amazon,US,0,earthling-amzn
,243,Fix build error on MacOS / Clang 14.0.0,shipilev,2023-04-04,2023-04-04,integrated,Amazon,US,0,earthling-amzn
,244,Fix Zero builds,shipilev,2023-04-04,2023-04-05,integrated,Amazon,US,1,kdnilsen
,245,"Cleanups, TODOs, asserts (part 1)",shipilev,2023-04-05,2023-04-11,integrated,Amazon,US,6,"ysramakrishna,kdnilsen,earthling-amzn"
,246,Move affiliation and mode out of ShenandoahGenerationalMode,shipilev,2023-04-06,2023-04-10,integrated,Amazon,US,4,"kdnilsen,earthling-amzn"
