bug_id,pr_number,title,author,created,closed,labels,org,country,review_days,changed_files,additions,deletions
8335439,1159,8335439: [lworld] ValueFieldInheritanceTest.java fails with -XX:-UseCompressedClassPointers,fparain,2024-07-09,2024-07-10,integrated,Oracle,,1,,,
8335545,1160,8335545: [lworld] JNI MonitorEnter doesn't throw the right exception,fparain,2024-07-09,2024-07-10,integrated,Oracle,,1,,,
8335796,1161,8335796: [lworld] several refactorins and bug fixes,vicente-romero-oracle,2024-07-09,2024-07-09,integrated,Oracle,US,0,,,
8335772,1162,8335772: [lworld] fix for JDK-8335641 should have added some classes to GensrcValueClasses.gmk,vicente-romero-oracle,2024-07-09,2024-07-09,integrated,Oracle,US,0,,,
8336029,1163,8336029: [lworld] Rename Objects.isIdentity() to hasIdentity(),RogerRiggs,2024-07-09,2024-07-15,integrated,Oracle,US,6,,,
8336028,1164,8336028: [lworld] Serialization should throw exceptions for non-migrated value classes,RogerRiggs,2024-07-09,2024-07-15,integrated,Oracle,US,6,,,
8336141,1165,8336141: [lworld] Remove remains of java.lang.NonTearable support,fparain,2024-07-10,2024-07-11,integrated,Oracle,,1,,,
8328162,1166,"8328162: [lworld] ClassAccessFlagsRawTest ""expected 0x1, got 0x21 for class SUPERnotset""",fparain,2024-07-11,2024-07-11,integrated,Oracle,,0,,,
8336328,1167,8336328: [lworld] Remove obsolete runtime tests,fparain,2024-07-12,2024-07-12,integrated,Oracle,,0,,,
8328438,1168,8328438: [lworld] Reimplement VTAssignability for JEP401,fparain,2024-07-12,2024-07-15,integrated,Oracle,,3,,,
8336312,1169,8336312: [lworld] compiler/c1/Test8267042.java crashes with --enable-preview,fparain,2024-07-15,2024-07-15,integrated,Oracle,,0,,,
8314993,1170,8314993: [lworld] Add support for runtime/cds/CDSMapTest.java,matias9927,2024-07-16,2024-07-17,integrated,Oracle,US,1,,,
8336671,1171,8336671: [lworld] Test java/lang/ref/ReferenceEnqueuePending.java fails when run with migrated classes,RogerRiggs,2024-07-18,2024-07-22,integrated,Oracle,US,4,,,
8336682,1172,8336682: [lworld] java/lang/instrument/IsModifiableClassAgent.java test fails when run with migrates classes,coleenp,2024-07-19,2024-07-19,integrated,Oracle,US,0,,,
,1173,Merge lworld,jatin-bhateja,2024-07-20,2024-07-20,integrated|clean,Intel,IN,0,,,
8336829,1174,8336829: [lworld] serviceability/jvmti/RedefineClasses/RedefineLeakThrowable.java gets Metaspace OOM,coleenp,2024-07-22,2024-07-22,integrated,Oracle,US,0,,,
8336406,1175,8336406: Add support for FP16 binary operations,Bhavana-Kilambi,2024-07-23,2024-08-08,integrated,ARM,GB,16,,,
8337048,1176,8337048: [lworld] ProblemList BasicLayerTest until jtreg LIBARY.properties is supported,RogerRiggs,2024-07-23,2024-07-24,integrated,Oracle,US,1,,,
8336390,1177,8336390: [lworld] jdk/internal/util/ReferencedKeyTest.java fails with --enable-preview,RogerRiggs,2024-07-23,2024-07-24,integrated,Oracle,US,1,,,
8336672,1178,8336672: [lworld] Tests of spliterators and streams fail when value objects are used with WeakHashmap,RogerRiggs,2024-07-24,2024-07-25,integrated,Oracle,US,1,,,
8337148,1179,8337148: [lworld] Not all references to Preload attribute have been renamed,fparain,2024-07-24,2024-07-24,integrated,Oracle,,0,,,
8329108,1180,8329108: [lworld] valhalla/valuetypes/ObjectMethods.java fails with default CDS archive,matias9927,2024-07-24,2024-07-25,integrated,Oracle,US,1,,,
8336669,1181,8336669: [lworld] Some Collection tests fail when run with migrated classes because they assume wrapper classes instances have identity,RogerRiggs,2024-07-25,2024-07-26,integrated,Oracle,US,1,,,
8337210,1182,8337210: [lworld] Incorrect IC check leads to continuous cache misses,TobiHartmann,2024-07-25,2024-07-26,integrated,Oracle,DE,1,,,
8336747,1183,8336747: [lworld] Test TestPrimitiveAndArrayModifiers.java fails because of the ACC_IDENTITY flag,RogerRiggs,2024-07-25,2024-07-26,integrated,Oracle,US,1,,,
8337115,1184,8337115: [lworld] Whitebox API does not require --enable-preview,MrSimms,2024-07-26,2024-07-26,integrated,Oracle,,0,,,
,1185,Merge jdk,MrSimms,2024-07-26,2024-07-26,integrated|clean,Oracle,,0,,,
8328683,1186,"8328683: [lworld] CDS tests fail because ""CDS is disabled when java.base module is patched""",matias9927,2024-07-29,2024-07-31,integrated,Oracle,US,2,,,
8333865,1187,8333865: Unable to load static archive with --enable-preview,matias9927,2024-07-29,2024-07-31,integrated,Oracle,US,2,,,
,1188,Merge lworld,jatin-bhateja,2024-07-31,2024-07-31,integrated|clean,Intel,IN,0,,,
8325106,1189,8325106: [lworld] Part 3: Prepare compiler implementation and tests for JEP 401,TobiHartmann,2024-07-31,2024-08-01,integrated,Oracle,DE,1,,,
8337585,1190,8337585: [lworld] VM crashes if primitive type signatures are present in the LoadableDescriptors attribute,fparain,2024-07-31,2024-08-01,integrated,Oracle,,1,,,
8337605,1191,8337605: Update description of constants in Float16,jddarcy,2024-08-01,2024-08-13,integrated,Oracle,US,12,,,
,1192,Merge jdk,MrSimms,2024-08-01,2024-08-02,integrated,Oracle,,1,,,
,1193,Merge jdk,MrSimms,2024-08-05,2024-08-05,integrated,Oracle,,0,,,
8337747,1194,8337747: [lworld] Refactor Loop Unswitching code after merging in JDK-8325746,chhagedorn,2024-08-06,2024-08-13,integrated,Oracle,SE,7,,,
8338013,1195,8338013: [lworld] User defined value classes cannot extend j.l.Number,vicente-romero-oracle,2024-08-08,2024-08-08,integrated,Oracle,US,0,,,
8338102,1196,8338102: x86 backend support for newly added Float16 intrinsics.,jatin-bhateja,2024-08-09,2024-08-12,integrated,Intel,IN,3,,,
,1197,Merge jdk,MrSimms,2024-08-09,2024-08-09,integrated,Oracle,,0,,,
,1198,Merge jdk,MrSimms,2024-08-12,2024-08-13,integrated|clean,Oracle,,1,,,
8336779,1199,"8336779: [lworld] C2 compilations hits ""what's left behind is null"" assert in do_checkcast",TobiHartmann,2024-08-12,2024-08-13,integrated,Oracle,DE,1,,,
8336313,1200,8336313: [lworld] C2 compilation hits asserts with -XX:VerifyIterativeGVN=11,TobiHartmann,2024-08-12,2024-08-13,integrated,Oracle,DE,1,,,
8338252,1201,8338252: [lworld] jdk/internal/ReferencedKeyTest fix merge and robustness,RogerRiggs,2024-08-12,2024-08-13,integrated,Oracle,US,1,,,
8338262,1202,8338262: [lworld] Make tests require flagless until JDK-8338261 is fixed,TobiHartmann,2024-08-13,2024-08-13,integrated,Oracle,DE,0,,,
8338263,1203,8338263: [lworld] Make more tests require flagless until JDK-8338261 is fixed,TobiHartmann,2024-08-13,2024-08-13,integrated,Oracle,DE,0,,,
8336673,1204,8336673: [lworld] TestIdentityWithEliminateBoxInDebugInfo.java fails with migrated classes,TobiHartmann,2024-08-13,2024-08-13,integrated,Oracle,DE,0,,,
8336778,1205,"8336778: [lworld] C2 compilation hits ""invalid node class"" assert when merging object field values",TobiHartmann,2024-08-13,2024-08-13,integrated,Oracle,DE,0,,,
8336837,1206,8336837: [lworld] Invalid monitor information in JVMState when buffering at return,TobiHartmann,2024-08-13,2024-08-13,integrated,Oracle,DE,0,,,
8336842,1207,8336842: [lworld] Return value buffering in TLAB does not work with -XX:FastAllocateSizeLimit=0,TobiHartmann,2024-08-14,2024-08-14,integrated,Oracle,DE,0,,,
8326605,1208,8326605: [lworld] SplitIfSharedFastLockBehindCastPP performs synchronization on a value class,TobiHartmann,2024-08-14,2024-08-14,integrated,Oracle,DE,0,,,
8336782,1209,8336782: [lworld] CallStaticJavaNode::remove_useless_allocation does not handle dying subgraph,TobiHartmann,2024-08-15,2024-08-15,integrated,Oracle,DE,0,,,
,1210,API classes supporting RuntimeTypes and ArrayCreation bootstraps,dansmithcode,2024-08-17,2024-08-21,integrated,,,4,,,
8338061,1211,8338061: Add support for FP16 unary and ternary operations,Bhavana-Kilambi,2024-08-19,2024-09-06,integrated,ARM,GB,18,,,
,1212,Merge lworld,vicente-romero-oracle,2024-08-19,2024-08-19,integrated,Oracle,US,0,,,
,1213,Merge lworld,jatin-bhateja,2024-08-20,2024-08-20,integrated,Intel,IN,0,,,
8338261,1214,8338261: [lworld] FieldLayoutAnalyzer::checkSubClasses fails with NullPointerException: Cannot read field,fparain,2024-08-20,2024-08-20,integrated,Oracle,,0,,,
8338698,1215,8338698: [lworld] ObjectStreamClass should throw InstantiationException for abstract value class,RogerRiggs,2024-08-21,2024-08-21,integrated,Oracle,US,0,,,
,1216,Merge lworld,vicente-romero-oracle,2024-08-21,2024-08-21,integrated|clean,Oracle,US,0,,,
8338260,1217,8338260: [lworld] assert(elements_end <= obj_end) failed: payload must fit in object,MrSimms,2024-08-22,2024-08-23,integrated,Oracle,,1,,,
8338766,1218,8338766: [lw5] remove option enableNullRestrictedTypes and make null-restricted types a preview feature,vicente-romero-oracle,2024-08-22,2024-08-22,integrated,Oracle,US,0,,,
8338874,1219,8338874: [lw5] add nullable types,vicente-romero-oracle,2024-08-22,2024-08-22,integrated,Oracle,US,0,,,
,1220,Add simple test for nullability warnings,mcimadamore,2024-08-23,2024-08-23,integrated,Oracle,GB,0,,,
,1221,Add inference support for nullable types,mcimadamore,2024-08-23,2024-08-23,integrated,Oracle,GB,0,,,
,1222,Add option to disable parametric nullness by default,mcimadamore,2024-08-23,2024-08-23,integrated,Oracle,GB,0,,,
8338910,1223,8338910: [lw5] enhance the Signature attribute to represent nullability,vicente-romero-oracle,2024-08-25,2024-08-29,integrated,Oracle,US,4,,,
8339087,1224,8339087: [lw5] remove parametric types related warnings,vicente-romero-oracle,2024-08-27,2024-08-27,integrated,Oracle,US,0,,,
8339076,1225,8339076: Float16.valueOf(long) incorrectly returns infinities in some cases,rgiulietti,2024-08-27,2024-08-30,integrated,Oracle,IT,3,,,
8339098,1226,8339098: Add class jdk.internal.math.Float16Consts,rgiulietti,2024-08-27,2024-09-04,integrated,Oracle,IT,8,,,
,1227,Improve support for nullable types and arrays,mcimadamore,2024-08-28,2024-08-28,integrated,Oracle,GB,0,,,
8339252,1228,8339252: Add method float16Value() to BigInteger and BigDecimal,rgiulietti,2024-08-30,2024-09-05,integrated,Oracle,IT,6,,,
8339339,1229,"8339339: [lw5] javac should issue an error if a null-restricted field is left uninitialized, fix override related warnings",vicente-romero-oracle,2024-08-30,2024-08-30,integrated,Oracle,US,0,,,
8339456,1230,8339456: [lworld] Adjust UnsafeTest.java for JDK-8327729,MrSimms,2024-09-03,2024-09-03,integrated,Oracle,,0,,,
8339302,1231,"8339302: [lworld] C2: ""assert(safepoints.length() == 0 || !res_type->is_inlinetypeptr()) failed: Inline type allocations should not have safepoint uses"" with circular inline types",chhagedorn,2024-09-03,2024-09-04,integrated,Oracle,SE,1,,,
,1232,Merge jdk,MrSimms,2024-09-03,2024-09-04,integrated,Oracle,,1,,,
8339357,1234,8339357: [lw5] make non-nullable instance fields strict,vicente-romero-oracle,2024-09-03,2024-09-11,integrated,Oracle,US,8,,,
,1235,Merge lworld,jatin-bhateja,2024-09-04,2024-09-04,integrated|clean,Intel,IN,0,,,
8331964,1236,8331964: [lworld] C2: Support abstract value class fields,chhagedorn,2024-09-04,2024-09-12,integrated,Oracle,SE,8,,,
,1237,Merge jdk,MrSimms,2024-09-09,2024-09-09,integrated,Oracle,,0,,,
8339599,1238,"8339599: Add nextUp(), nextDown(), scalb() to Float16",rgiulietti,2024-09-10,2024-09-11,integrated,Oracle,IT,1,,,
8339473,1239,"8339473: Add support for FP16 isFinite, isInfinite and isNaN",Bhavana-Kilambi,2024-09-11,2024-09-26,integrated,ARM,GB,15,,,
,1240,Merge lworld,vicente-romero-oracle,2024-09-11,2024-09-11,integrated|clean,Oracle,US,0,,,
8328461,1241,8328461: [lworld] Reimplement FieldAccessModify test for JEP401,alexmenkov,2024-09-11,2024-09-12,integrated,Oracle,RU,1,,,
8340013,1243,8340013: x86 backend support for Float16 unary and ternary operations,jatin-bhateja,2024-09-12,2024-09-13,integrated,Intel,IN,1,,,
8340027,1244,8340027: [lw5] the ACC_STRICT flag is not being set for non-nullable static fields,vicente-romero-oracle,2024-09-12,2024-09-12,integrated,Oracle,US,0,,,
8340190,1245,8340190: [lworld] Fix test group after JDK-8328461,chhagedorn,2024-09-16,2024-09-16,integrated,Oracle,SE,0,,,
,1246,Merge jdk,MrSimms,2024-09-16,2024-09-17,integrated|clean,Oracle,,1,,,
,1247,Merge jdk,MrSimms,2024-09-18,2024-09-18,integrated|clean,Oracle,,0,,,
8340409,1248,8340409: [lworld] Simple serialization and deserialization of core migrated classes,RogerRiggs,2024-09-18,2024-10-24,integrated,Oracle,US,36,,,
,1249,Merge jdk,MrSimms,2024-09-19,2024-09-19,integrated,Oracle,,0,,,
,1250,Merge jdk,MrSimms,2024-09-23,2024-09-24,integrated,Oracle,,1,,,
8340125,1251,8340125: [lw5] null checks are not being generated for method invocations and array writes,vicente-romero-oracle,2024-09-24,2024-10-03,integrated,Oracle,US,9,,,
8325583,1252,8325583: [lworld] Develop a test for value class redefinition,alexmenkov,2024-09-24,2024-09-24,integrated,Oracle,RU,0,,,
8340977,1253,8340977: Remove ignore tag from FieldAccessModify test,alexmenkov,2024-09-25,2024-09-25,integrated,Oracle,RU,0,,,
8341003,1254,8341003: [lworld+fp16] Benchmarks for various Float16 operations,jatin-bhateja,2024-09-26,2024-09-27,integrated,Intel,IN,1,,,
8341005,1255,8341005: [lworld+fp16] Disable intrinsification of Float16.abs and Float16.negate for x86 target,jatin-bhateja,2024-09-26,2024-09-26,integrated,Intel,IN,0,,,
,1256,Merge jdk,MrSimms,2024-09-26,2024-09-27,integrated|clean,Oracle,,1,,,
,1257,Merge jdk,MrSimms,2024-09-27,2024-09-30,integrated|clean,Oracle,,3,,,
,1258,Merge lworld,jatin-bhateja,2024-09-29,2024-09-29,integrated,Intel,IN,0,,,
,1259,Merge lworld,vicente-romero-oracle,2024-09-30,2024-09-30,integrated,Oracle,US,0,,,
8341245,1260,8341245: Add 'shortest length' toString() to Float16,rgiulietti,2024-09-30,2024-10-22,integrated,Oracle,IT,22,,,
,1261,Merge jdk,MrSimms,2024-10-01,2024-10-01,integrated|clean,Oracle,,0,,,
8341061,1262,8341061: [lworld] final field initialization bug with instance block initializers,vicente-romero-oracle,2024-10-01,2024-10-01,integrated,Oracle,US,0,,,
8340984,1263,"8340984: [lworld] instance variable initializer erroneously allows to refer to instance variables, methods, this, or super",vicente-romero-oracle,2024-10-02,2024-10-02,integrated,Oracle,US,0,,,
8341182,1264,"8341182: [lworld] test CantAnnotateScoping.java fails after merge, due to experimental code for anonymous value classes",vicente-romero-oracle,2024-10-04,2024-10-04,integrated,Oracle,US,0,,,
8341368,1265,8341368: Refactor to use nextUp/nextDown and scalb in Float16 impl. and tests,rgiulietti,2024-10-04,2024-10-04,integrated,Oracle,IT,0,,,
8341180,1266,8341180: [lworld] Some classfile tests failing on LoadableDescriptorsAttribute after merge jdk-23+26 and jdk-23+27,vicente-romero-oracle,2024-10-04,2024-10-04,integrated,Oracle,US,0,,,
,1267,Merge jdk,MrSimms,2024-10-07,2024-10-07,integrated,Oracle,,0,,,
8341639,1268,"8341639: Add float16ToShortBits(), signum(), copySign() to Float16",rgiulietti,2024-10-07,2024-10-07,integrated,Oracle,IT,0,,,
8341657,1269,8341657: [lworld] some valhalla tests are failing after fix for JDK-8341182,vicente-romero-oracle,2024-10-07,2024-10-07,integrated,Oracle,US,0,,,
8341802,1270,8341802: Add test coverage for JVMTI function with value classes,alexmenkov,2024-10-09,2024-10-09,integrated,Oracle,RU,0,,,
8315003,1271,8315003: [lworld] C2: Implement full support for JDK-8287061 and JDK-8316991,chhagedorn,2024-10-09,2024-10-10,integrated,Oracle,SE,1,,,
,1272,Merge jdk,MrSimms,2024-10-09,2024-10-11,integrated|clean,Oracle,,2,,,
8341757,1275,8341757: Field layout computation allowing atomic and nullable flattening,fparain,2024-10-11,2024-10-30,integrated,Oracle,,19,,,
,1276,Merge jdk,MrSimms,2024-10-14,2024-10-14,integrated,Oracle,,0,,,
8342033,1277,8342033: [lworld] Rename ClassDescImpl back to ReferenceClassDescImpl,MrSimms,2024-10-14,2024-10-15,integrated,Oracle,,1,,,
,1278,Merge jdk,MrSimms,2024-10-15,2024-10-15,integrated|clean,Oracle,,0,,,
,1279,Merge jdk,MrSimms,2024-10-16,2024-10-16,integrated,Oracle,,0,,,
8342276,1280,8342276: [lworld] Apply LIBRARY.properties to stabiliize --enable-preview for tests,RogerRiggs,2024-10-16,2024-10-23,integrated,Oracle,US,7,,,
,1281,Merge jdk,MrSimms,2024-10-17,2024-10-17,integrated|clean,Oracle,,0,,,
,1282,Merge jdk,MrSimms,2024-10-19,2024-10-19,integrated|clean,Oracle,,0,,,
8341414,1283,8341414: Add support for FP16 conversion routines,Bhavana-Kilambi,2024-10-23,2024-11-26,integrated,ARM,GB,34,,,
,1284,Merge jdk,MrSimms,2024-10-29,2024-10-30,integrated,Oracle,,1,,,
8331503,1285,8331503: [lworld] Tearing issues in the interpreter when using the Access API,fparain,2024-10-29,2024-10-31,integrated,Oracle,,2,,,
,1286,Merge jdk,MrSimms,2024-10-31,2024-10-31,integrated|clean,Oracle,,0,,,
8343346,1287,8343346: [lworld] IR matching need updating after merging JDK-8339849,TobiHartmann,2024-10-31,2024-10-31,integrated,Oracle,DE,0,,,
8342064,1288,8342064: [lworld] IR mismatch errors in Valhalla testing after merging jdk-24+4,TobiHartmann,2024-10-31,2024-10-31,integrated,Oracle,DE,0,,,
8341949,1289,8341949: [lworld] compiler/valhalla/inlinetypes/TestMethodHandles.java broken after merging jdk-24+3,TobiHartmann,2024-10-31,2024-10-31,integrated,Oracle,DE,0,,,
,1290,Merge jdk,MrSimms,2024-10-31,2024-11-01,integrated|clean,Oracle,,1,,,
,1291,[lworld] Remove InlineOops.java from problem list after JDK-8313607 got fixed,TobiHartmann,2024-10-31,2024-10-31,integrated,Oracle,DE,0,,,
8343408,1292,8343408: TestJNIIsSameObject should be run on all platforms,alexmenkov,2024-10-31,2024-10-31,integrated,Oracle,RU,0,,,
,1293,[lworld] Adjust testing after merging jdk-24+18,MrSimms,2024-11-01,2024-11-01,integrated,Oracle,,0,,,
,1295,Merge lworld,vicente-romero-oracle,2024-11-01,2024-11-01,integrated,Oracle,US,0,,,
8343423,1296,8343423: [lworld] compiler/valhalla/inlinetypes/TestArrays.java IR mismatches after after merging JDK-8334060 in jdk-24+18,chhagedorn,2024-11-06,2024-11-07,integrated,Oracle,SE,1,,,
8342575,1297,8342575: [lworld] Compiler should reject volatile fields in value classes,vicente-romero-oracle,2024-11-07,2024-11-07,integrated,Oracle,US,0,,,
,1298,adding forward reference tests,vicente-romero-oracle,2024-11-08,2024-11-08,integrated,Oracle,US,0,,,
,1299,Reduce excessive testing in SerializedObjectCombo test.,RogerRiggs,2024-11-08,2024-11-12,integrated,Oracle,US,4,,,
,1300,Merge jdk,MrSimms,2024-11-13,2024-11-14,integrated|clean,Oracle,,1,,,
,1301,Merge lworld,vicente-romero-oracle,2024-11-14,2024-11-14,integrated,Oracle,US,0,,,
8344454,1302,8344454: [lworld] Nullable flat fields fixes,fparain,2024-11-18,2024-11-18,integrated,Oracle,,0,,,
,1303,Merge jdk,MrSimms,2024-11-19,2024-11-20,integrated|clean,Oracle,,1,,,
,1304,Merge jdk,MrSimms,2024-11-20,2024-11-26,integrated,Oracle,,6,,,
8344590,1305,8344590: [lworld] non-abstract value classes can not be sealed or non-sealed,vicente-romero-oracle,2024-11-20,2024-11-20,integrated,Oracle,US,0,,,
8344571,1306,8344571: [lworld] sync DA/DU analysis with last version of JEP 401,vicente-romero-oracle,2024-11-20,2024-11-21,integrated,Oracle,US,1,,,
8344764,1307,8344764: [lworld] add more binary compatibility tests after refinements to JEP 401,vicente-romero-oracle,2024-11-21,2024-11-21,integrated,Oracle,US,0,,,
,1308,Merge lworld,vicente-romero-oracle,2024-11-22,2024-11-22,integrated,Oracle,US,0,,,
8345070,1309,8345070: [lworld] Correct ProblemList.txt for SinceChecker,RogerRiggs,2024-11-26,2024-11-26,integrated,Oracle,US,0,,,
8342036,1310,8342036: [lworld] tools/javap/UndefinedAccessFlagTest.java fails after merge of jdk-24+4,vicente-romero-oracle,2024-11-26,2024-11-26,integrated,Oracle,US,0,,,
,1311,Merge lworld,vicente-romero-oracle,2024-11-27,2024-11-27,integrated|clean,Oracle,US,0,,,
8344541,1312,"8344541: [lworld] jdk/tools/sincechecker/modules/java_base/CheckSince_javaBase.java finds ""@since"" version errors",MrSimms,2024-11-27,2024-11-28,integrated,Oracle,,1,,,
8343554,1313,8343554: [lworld] VM crashes when running runtime/valhalla/inlinetypes/InlineOops.java with ZGC in interpreted mode,MrSimms,2024-12-04,2024-12-05,integrated,Oracle,,1,,,
8345250,1314,8345250: [lworld] C2: Array loads and stores on inexact flat arrays cause crashes,chhagedorn,2024-12-06,2024-12-11,integrated,Oracle,SE,5,,,
8345995,1315,8345995: [lworld] Flat arrays need to be redesigned to support new flat layouts,fparain,2024-12-11,2025-01-15,integrated,Oracle,,35,,,
8346035,1316,8346035: [lworld] javadoc for value objects when enable preview,RogerRiggs,2024-12-11,2025-01-08,integrated,Oracle,US,28,,,
8331501,1317,8331501: [lworld] Unsafe support for null marker,coleenp,2024-12-12,2024-12-13,integrated,Oracle,US,1,,,
8341759,1318,"8341759: [lworld] JIT support for nullable, atomic, flat fields",TobiHartmann,2024-12-16,2025-01-30,integrated,Oracle,DE,45,,,
8346303,1319,8346303: [lworld] Layout builder should not reuse gap before inherited fields,fparain,2024-12-16,2024-12-16,integrated,Oracle,,0,,,
8346305,1320,8346305: [lworld] Revert WeakHashMap POC for a value object policy,RogerRiggs,2024-12-17,2024-12-18,integrated,Oracle,US,1,,,
8341844,1321,8341844: [lworld] Test crashing in genzgc in ZBarrier::mark_from_old_slow_path(zaddress)+0x4c,MrSimms,2024-12-17,2024-12-18,integrated,Oracle,,1,,,
8346467,1322,8346467: [lworld] Value record cannot be implicitly constructible,fparain,2024-12-17,2024-12-18,integrated,Oracle,,1,,,
,1323,Merge jdk-24+22,MrSimms,2024-12-18,2024-12-19,integrated,Oracle,,1,,,
,1324,Merge jdk,MrSimms,2024-12-19,2024-12-19,integrated|clean,Oracle,,0,,,
8346680,1325,8346680: [lworld] Field flattening when composing value classes should be revisited,fparain,2024-12-19,2024-12-19,integrated,Oracle,,0,,,
,1326,Merge lworld,jatin-bhateja,2025-01-02,2025-01-02,integrated|clean,Intel,IN,0,,,
8346307,1327,"8346307: [lworld] Clarify identity vs value in Class, Objects, and document limitations of value objects",RogerRiggs,2025-01-06,2025-07-02,integrated,Oracle,US,177,,,
8347292,1328,8347292: [lworld] oopDesc->print() is broken,fparain,2025-01-08,2025-01-09,integrated,Oracle,,1,,,
,1329,Merge lworld,vicente-romero-oracle,2025-01-13,2025-01-13,integrated,Oracle,US,0,,,
8346702,1330,8346702: [lworld] ShouldNotReachHere in FieldLayout::remove_null_marker(),fparain,2025-01-16,2025-01-16,integrated,Oracle,,0,,,
8347754,1331,8347754: [lw5] fix the order of nullness markers in signatures,vicente-romero-oracle,2025-01-16,2025-01-16,integrated,Oracle,US,0,,,
8345053,1332,8345053: Add support for FP16 valueOf routines,Bhavana-Kilambi,2025-01-17,2025-02-05,integrated,ARM,GB,19,,,
8348215,1334,8348215: [lworld] Unsafe.getValue() and Unsafe.putValue() need nullable flat layout support,fparain,2025-01-21,2025-01-22,integrated,Oracle,,1,,,
8348428,1335,8348428: [lworld] ProcessReaper stack size too small in debug build,RogerRiggs,2025-01-23,2025-01-24,integrated,Oracle,US,1,,,
8348599,1336,8348599: [lworld] Unsafe.getValue() and Unsafe.putValue() have expensive lookup code,fparain,2025-01-24,2025-01-27,integrated,Oracle,,3,,,
,1337,Merge jdk,MrSimms,2025-01-28,2025-01-28,integrated,Oracle,,0,,,
,1338,Merge jdk,MrSimms,2025-01-28,2025-01-29,integrated,Oracle,,1,,,
8348585,1339,8348585: [lworld] ProcessReaper stack size too small,RogerRiggs,2025-01-28,2025-01-30,integrated,Oracle,US,2,,,
8348607,1340,8348607: [lworld] Calls to Unsafe.getValue() / Unsafe.putValue() must be updated,liach,2025-01-29,2025-01-31,integrated,Oracle,US,2,,,
,1341,Merge jdk,MrSimms,2025-01-30,2025-01-30,integrated|clean,Oracle,,0,,,
,1342,[lworld] Fix broken build due to conflicting mainline merge + 8341759,TobiHartmann,2025-01-30,2025-01-30,integrated,Oracle,DE,0,,,
8349073,1344,8349073: [lworld] minimal support for @Strict,vicente-romero-oracle,2025-01-30,2025-01-30,integrated,Oracle,US,0,,,
8349162,1345,8349162: [lworld] VM Flags controlling flattening need an update,fparain,2025-01-31,2025-02-07,integrated,Oracle,,7,,,
8348904,1346,8348904: [lworld] Remove concept of default value object and zeroInstance,RogerRiggs,2025-01-31,2025-02-04,integrated,Oracle,US,4,,,
,1347,Problem Listing 250203,MrSimms,2025-02-03,2025-02-03,integrated,Oracle,,0,,,
,1348,"Problem listing, mistakes were made",MrSimms,2025-02-03,2025-02-03,integrated,Oracle,,0,,,
8349260,1349,"8349260: [lworld] minimal support for @Strict, follow-up of JDK-8349073",vicente-romero-oracle,2025-02-03,2025-02-03,integrated,Oracle,US,0,,,
,1350,Merge jdk,MrSimms,2025-02-04,2025-02-04,integrated|clean,Oracle,,0,,,
,1351,Merge jdk,MrSimms,2025-02-04,2025-02-05,integrated|clean,Oracle,,1,,,
,1352,Merge jdk,MrSimms,2025-02-06,2025-02-06,integrated|clean,Oracle,,0,,,
,1353,Merge jdk,MrSimms,2025-02-06,2025-02-07,integrated|clean,Oracle,,1,,,
8348743,1354,8348743: [lworld] GetObjectHashCode crashes with ShouldNotReachHere(),alexmenkov,2025-02-07,2025-02-07,integrated,Oracle,RU,0,,,
,1355,Adjust testing 250207,MrSimms,2025-02-07,2025-02-07,integrated,Oracle,,0,,,
8348962,1356,8348962: [lworld] compiler/arraycopy/TestObjectArrayClone.java fails with SIGSEGV in PhaseMacroExpand::expand_arraycopy_node,chhagedorn,2025-02-07,2025-02-10,integrated,Oracle,SE,3,,,
,1357,Merge jdk,MrSimms,2025-02-10,2025-02-11,integrated|clean,Oracle,,1,,,
8349725,1359,8349725: [lworld] jdk/valhalla/valuetypes/ObjectMethodsViaCondy.java can't find /testlibrary/asm,liach,2025-02-10,2025-02-11,integrated,Oracle,US,1,,,
,1360,Merge jdk,MrSimms,2025-02-11,2025-02-11,integrated|clean,Oracle,,0,,,
,1361,[lworld[ Add flagless VM requirement to tests needing CDS off.,fparain,2025-02-11,2025-02-11,integrated,Oracle,,0,,,
,1362,Merge jdk,MrSimms,2025-02-12,2025-02-12,integrated,Oracle,,0,,,
8348606,1364,8348606: [lworld] Substitutability test may perform heap allocations,liach,2025-02-13,2025-04-10,integrated,Oracle,US,56,,,
8327214,1365,8327214: [lworld] Valhalla compiler testing move to classfile API,liach,2025-02-13,2025-02-13,integrated,Oracle,US,0,,,
8348961,1367,"8348961: [lworld] C2: Joining ""Object:flat_in_array"" with ""Object:exact"" does not properly work",chhagedorn,2025-02-14,2025-02-18,integrated,Oracle,SE,4,,,
8350099,1368,8350099: [lworld] ProblemList java/lang/Thread/virtual/stress/Skynet.java#default,RogerRiggs,2025-02-14,2025-02-17,integrated,Oracle,US,3,,,
8350109,1369,8350109: [lworld] Adopt jtreg 7.5.1,RogerRiggs,2025-02-14,2025-02-25,integrated,Oracle,US,11,,,
8350283,1370,8350283: [lworld] Layout helper can have incorrect is_null_free bit for flat arrays,fparain,2025-02-18,2025-02-19,integrated,Oracle,,1,,,
8349923,1371,8349923: Refactor StackMapTable constructor and StackMapReader,matias9927,2025-02-19,2025-02-20,integrated,Oracle,US,1,,,
8343846,1373,8343846: [lworld] implement spec changes to stack map tables,matias9927,2025-02-21,2025-03-03,integrated,Oracle,US,10,,,
